# Volume of Rice and Corn Quarterly, in metric tons, read this using read_csv_to_df

Commodity,Geolocation,1987 Q1,1987 Q2,1987 Q3,1987 Q4,1988 Q1,1988 Q2,1988 Q3,1988 Q4,1989 Q1,1989 Q2,1989 Q3,1989 Q4,1990 Q1,1990 Q2,1990 Q3,1990 Q4,1991 Q1,1991 Q2,1991 Q3,1991 Q4,1992 Q1,1992 Q2,1992 Q3,1992 Q4,1993 Q1,1993 Q2,1993 Q3,1993 Q4,1994 Q1,1994 Q2,1994 Q3,1994 Q4,1995 Q1,1995 Q2,1995 Q3,1995 Q4,1996 Q1,1996 Q2,1996 Q3,1996 Q4,1997 Q1,1997 Q2,1997 Q3,1997 Q4,1998 Q1,1998 Q2,1998 Q3,1998 Q4,1999 Q1,1999 Q2,1999 Q3,1999 Q4,2000 Q1,2000 Q2,2000 Q3,2000 Q4,2001 Q1,2001 Q2,2001 Q3,2001 Q4,2002 Q1,2002 Q2,2002 Q3,2002 Q4,2003 Q1,2003 Q2,2003 Q3,2003 Q4,2004 Q1,2004 Q2,2004 Q3,2004 Q4,2005 Q1,2005 Q2,2005 Q3,2005 Q4,2006 Q1,2006 Q2,2006 Q3,2006 Q4,2007 Q1,2007 Q2,2007 Q3,2007 Q4,2008 Q1,2008 Q2,2008 Q3,2008 Q4,2009 Q1,2009 Q2,2009 Q3,2009 Q4,2010 Q1,2010 Q2,2010 Q3,2010 Q4,2011 Q1,2011 Q2,2011 Q3,2011 Q4,2012 Q1,2012 Q2,2012 Q3,2012 Q4,2013 Q1,2013 Q2,2013 Q3,2013 Q4,2014 Q1,2014 Q2,2014 Q3,2014 Q4,2015 Q1,2015 Q2,2015 Q3,2015 Q4,2016 Q1,2016 Q2,2016 Q3,2016 Q4,2017 Q1,2017 Q2,2017 Q3,2017 Q4,2018 Q1,2018 Q2,2018 Q3,2018 Q4,2019 Q1,2019 Q2,2019 Q3,2019 Q4,2020 Q1,2020 Q2,2020 Q3,2020 Q4,2021 Q1,2021 Q2,2021 Q3,2021 Q4,2022 Q1,2022 Q2,2022 Q3,2022 Q4,2023 Q1,2023 Q2,2023 Q3,2023 Q4
Corn,....Masbate,4246.00,314.00,16935.00,4395.00,3037.00,998.00,22733.00,0.00,3737.00,831.00,22296.00,0.00,3419.00,896.00,20773.00,0.00,2817.00,4675.00,19945.00,0.00,3985.00,1420.00,11300.00,0.00,4195.00,517.00,920.00,8460.00,2170.00,700.00,17100.00,610.00,1613.00,1048.00,15691.00,0.00,2895.00,551.00,16728.00,0.00,2770.00,792.00,18504.00,0.00,1500.00,680.00,13548.00,2217.00,2349.00,764.00,15158.00,0.00,2972.00,1025.00,15180.00,0.00,3012.00,823.00,16920.00,0.00,3327.00,877.00,15356.00,0.00,3300.00,963.00,17002.00,0.00,7750.00,983.00,23576.00,0.00,6712.00,900.00,25236.00,0.00,7298.00,1295.00,24381.00,2241.00,12075.00,1860.00,20845.00,1054.00,17321.00,3782.00,14374.00,5301.00,12678.00,5539.00,20628.00,2745.00,7717.00,4176.00,13344.00,13076.00,11066.00,1711.00,22015.00,1264.00,13379.00,1747.00,18746.00,820.00,10891.00,3939.00,17252.00,2388.00,13557.00,3193.00,16722.00,1925.00,13552.00,3327.00,12372.00,4736.00,12161.00,3130.00,16911.00,3238.00,15081.00,3185.00,17167.00,3653.00,13834.00,3348.00,15402.00,3940.00,12342.00,3068.00,15444.54,7030.00,13273.00,4698.00,20128.00,7051.00,13176.00,4774.00,19736.00,6838.00,13055.00,4126.52,17887.00,6973.34,13040.13,3941.00,17992.00,6965.00
Corn,....Sorsogon,0.00,2545.00,690.00,350.00,1412.00,1251.00,1217.00,636.00,1343.00,547.00,651.00,262.00,735.00,930.00,1502.00,128.00,748.00,707.00,367.00,116.00,25.00,109.00,63.00,65.00,41.00,86.00,73.00,81.00,18.00,53.00,77.00,84.00,5.00,27.00,151.00,9.00,0.00,206.00,345.00,160.00,72.00,213.00,90.00,198.00,213.00,180.00,67.00,141.00,97.00,153.00,165.00,59.00,36.00,70.00,21.00,21.00,32.00,82.00,109.00,49.00,62.00,140.00,84.00,65.00,88.00,95.00,61.00,93.00,80.00,188.00,123.00,132.00,67.00,185.00,91.00,74.00,41.00,112.00,113.00,32.00,80.00,158.00,435.00,526.00,121.00,79.00,156.00,36.00,652.00,1081.00,132.00,40.00,58.00,12.00,5.00,10.00,13.00,6.00,18.00,13.00,32.00,28.00,74.00,52.00,61.00,42.00,35.00,86.00,69.00,41.00,29.00,255.00,80.00,122.00,143.00,184.00,72.00,130.00,118.00,260.00,63.00,78.00,89.00,172.00,87.00,109.00,94.00,182.00,85.70,92.28,102.82,220.00,69.48,106.75,117.00,191.00,104.45,113.00,124.00,181.00,112.88,115.86,114.20,135.60,95.84,100.54,105.13,130.08
Corn,..REGION VI (WESTERN VISAYAS),16276.00,4154.00,34640.00,6272.00,12856.00,5954.00,35442.00,5285.00,9918.00,5442.00,25117.00,4745.00,5388.00,3565.00,22410.00,2990.00,3930.00,8169.00,22761.00,5879.00,6978.00,4772.00,35328.00,7762.00,15211.00,7261.00,34979.00,11557.00,16603.00,10713.00,35704.00,9760.00,17718.00,4330.00,31722.00,3830.00,18586.00,9392.00,37935.00,6206.00,14305.00,12167.00,48574.00,5606.00,10169.00,813.00,53426.00,13211.00,14636.00,14530.00,32730.00,6614.00,24771.00,11882.00,35851.00,7836.00,16150.00,12151.00,37094.00,10145.00,22660.00,9088.00,46383.00,8934.00,43643.00,6826.00,67896.00,10363.00,35054.00,13351.00,78276.00,11524.00,63722.00,18938.00,97831.00,13245.00,72612.00,35541.00,131189.00,18247.00,74876.00,37033.00,179000.00,23598.00,147270.00,45938.00,119708.00,37343.00,98659.00,38845.00,98292.00,37048.00,60475.00,18998.00,89616.00,78908.00,108090.00,37896.00,122021.00,41908.00,111277.00,39583.00,134625.00,45297.00,101642.00,35240.00,160138.00,48507.00,91882.00,42284.00,161892.00,72346.00,99598.00,37737.00,143713.00,69343.00,69932.00,18967.45,118699.00,76073.00,89704.00,33002.00,125026.00,53554.00,84984.00,33410.00,141564.12,50880.69,93112.20,32604.54,125171.89,63086.32,86852.58,34214.38,138351.93,60960.97,96691.21,35942.42,157868.24,60931.80,112932.90,31169.32,138390.00,61968.42,109876.20,34639.58,129176.48,55456.49
Corn,....Aklan,47.00,303.00,270.00,25.00,32.00,385.00,294.00,41.00,0.00,431.00,202.00,76.00,30.00,408.00,285.00,93.00,9.00,408.00,169.00,131.00,12.00,349.00,212.00,118.00,100.00,367.00,170.00,96.00,0.00,545.00,238.00,241.00,222.00,237.00,223.00,175.00,212.00,457.00,86.00,44.00,199.00,121.00,78.00,47.00,244.00,124.00,75.00,32.00,80.00,62.00,46.00,35.00,81.00,110.00,33.00,21.00,49.00,96.00,44.00,20.00,101.00,141.00,33.00,11.00,81.00,98.00,30.00,9.00,68.00,83.00,26.00,12.00,112.00,123.00,207.00,180.00,10.00,181.00,263.00,112.00,24.00,335.00,407.00,506.00,25.00,240.00,63.00,154.00,67.00,445.00,561.00,512.00,201.00,95.00,265.00,234.00,200.00,543.00,1605.00,469.00,276.00,429.00,712.00,440.00,449.00,1330.00,1120.00,259.00,440.00,412.00,651.00,1158.00,693.00,413.00,503.00,822.00,625.00,613.00,666.00,784.00,456.00,726.00,1007.00,815.00,417.00,1333.00,924.00,952.30,471.70,1286.00,1008.49,950.82,489.28,1400.97,1263.15,759.53,417.00,1119.00,1219.60,652.16,309.28,893.44,1061.71,546.41,236.47,1395.25,1279.58,375.32
Corn,....Antique,37.00,668.00,675.00,0.00,676.00,168.00,871.00,0.00,853.00,202.00,728.00,0.00,593.00,100.00,733.00,0.00,723.00,200.00,1200.00,0.00,409.00,173.00,926.00,0.00,275.00,294.00,785.00,0.00,686.00,1693.00,227.00,0.00,301.00,417.00,458.00,0.00,418.00,1684.00,104.00,0.00,396.00,2601.00,120.00,0.00,195.00,117.00,76.00,0.00,80.00,2126.00,67.00,0.00,83.00,2301.00,67.00,0.00,134.00,2447.00,68.00,0.00,177.00,691.00,79.00,0.00,40.00,101.00,78.00,0.00,173.00,2371.00,186.00,684.00,908.00,5297.00,723.00,216.00,995.00,6596.00,384.00,249.00,1109.00,5523.00,1209.00,310.00,1531.00,6277.00,965.00,169.00,2720.00,5929.00,1027.00,188.00,1038.00,176.00,315.00,191.00,691.00,3206.00,766.00,86.00,734.00,3936.00,705.00,127.00,990.00,2519.00,918.00,111.00,1045.00,3247.00,952.00,126.00,943.00,2184.00,998.00,123.00,772.00,2645.00,957.00,159.00,1983.00,3126.00,980.00,130.00,2436.00,4832.00,1279.80,273.00,3068.00,4428.00,1712.00,569.75,3534.00,4502.39,1882.00,205.00,2780.21,4624.15,1459.64,183.84,2437.00,4905.00,1662.00,366.32,3470.81,5045.62,1495.44,398.76
Corn,....Capiz,4582.00,343.00,6750.00,302.00,1409.00,2357.00,4136.00,557.00,561.00,2232.00,3239.00,799.00,2198.00,1960.00,3732.00,980.00,642.00,4655.00,2890.00,1582.00,612.00,3411.00,3889.00,1580.00,1689.00,3280.00,3021.00,612.00,1253.00,2830.00,4086.00,308.00,1996.00,1695.00,5186.00,735.00,1830.00,1287.00,5807.00,476.00,1639.00,3586.00,8631.00,188.00,2807.00,559.00,12979.00,82.00,825.00,1617.00,3525.00,100.00,916.00,1034.00,2562.00,944.00,1040.00,1044.00,3877.00,413.00,1165.00,1192.00,5059.00,1123.00,4915.00,2964.00,7247.00,907.00,4804.00,2041.00,12559.00,1097.00,17279.00,2656.00,20392.00,2832.00,17545.00,5256.00,17731.00,1522.00,20524.00,10644.00,43607.00,2387.00,23130.00,9515.00,20640.00,5408.00,21380.00,16467.00,14717.00,5366.00,11149.00,7560.00,16668.00,6173.00,12997.00,12086.00,16365.00,5635.00,18493.00,10475.00,15292.00,6538.00,18070.00,10459.00,18669.00,5460.00,15263.00,12542.00,23799.00,7462.00,15084.00,14314.00,24884.00,8633.00,19588.00,2205.00,26994.00,7454.00,21827.00,5105.00,24126.00,5241.00,21928.00,8465.00,29369.00,5928.00,22616.00,9714.00,30262.00,6044.00,19159.00,10182.27,30614.20,5905.50,15844.00,6758.00,27999.40,6390.24,28906.85,4635.00,24550.95,9303.47,22120.70,7223.43,27752.55,6439.22
Corn,....Guimaras,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,398.00,95.00,1344.00,37.00,97.00,0.00,960.00,26.00,60.00,53.00,1073.00,65.00,54.00,5.00,336.00,93.00,110.00,0.00,1002.00,183.00,135.00,98.00,369.00,157.00,73.00,102.00,544.00,51.00,92.00,79.00,384.00,132.00,52.00,60.00,326.00,0.00,82.00,0.00,660.00,100.00,57.00,18.00,1043.00,95.00,154.00,34.00,771.00,60.00,184.00,53.00,830.00,91.00,309.00,105.00,700.00,461.00,316.00,38.00,523.00,231.00,199.00,33.00,790.00,241.00,89.00,5.00,401.00,208.00,102.00,61.00,462.00,90.00,22.00,50.00,477.00,64.00,8.00,7.00,520.00,91.00,67.00,12.00,742.00,102.00,55.00,3.00,379.00,200.00,90.00,1.45,341.00,364.00,254.00,35.00,657.00,165.00,42.00,40.00,1880.00,499.00,45.50,7.00,853.00,240.00,99.00,15.00,1689.00,311.00,131.00,39.00,1594.00,405.00,169.00,46.82,1315.00,451.00,216.00,71.00,739.00,291.00
Corn,....Iloilo,4136.00,1389.00,13280.00,855.00,3314.00,1764.00,14382.00,916.00,2131.00,1562.00,12603.00,837.00,1272.00,604.00,8108.00,484.00,1226.00,1301.00,10117.00,541.00,3245.00,392.00,14789.00,904.00,9612.00,987.00,18838.00,977.00,7825.00,3534.00,18809.00,749.00,10652.00,829.00,13120.00,669.00,11356.00,3890.00,15339.00,1133.00,7266.00,3351.00,24565.00,745.00,4552.00,13.00,20724.00,1420.00,5431.00,8757.00,13311.00,263.00,14888.00,6247.00,14471.00,900.00,6499.00,6617.00,15512.00,1782.00,14809.00,3913.00,21221.00,247.00,31168.00,1501.00,36298.00,900.00,18568.00,5657.00,41110.00,1395.00,33537.00,6876.00,48568.00,862.00,38862.00,19510.00,80332.00,3653.00,34851.00,15508.00,95639.00,2410.00,102600.00,23147.00,59787.00,13000.00,57797.00,8960.00,47425.00,10364.00,31138.00,7003.00,35686.00,48314.00,71956.00,14821.00,65301.00,12761.00,72814.00,16753.00,70823.00,15555.00,57450.00,12074.00,85919.00,19355.00,52214.00,13217.00,56358.00,26958.00,55403.00,7386.00,57863.00,22479.00,24667.00,2009.00,27598.00,34972.00,38727.00,8966.00,28677.00,11541.00,30495.00,5258.00,34781.32,6806.39,31033.00,3774.54,27624.40,11111.75,27923.30,5680.75,36704.58,9769.94,44619.00,9379.27,58023.60,7907.56,49745.77,6699.06,45217.34,6043.22,50798.22,8014.28,47373.91,8321.19
Corn,....Negros Occidental,7474.00,1451.00,13665.00,5090.00,7425.00,1280.00,15759.00,3771.00,6373.00,1015.00,8345.00,3033.00,1295.00,493.00,9552.00,1433.00,1330.00,1605.00,8385.00,3625.00,2700.00,447.00,15512.00,5160.00,3535.00,2333.00,12165.00,9872.00,6441.00,2016.00,11000.00,8425.00,4450.00,1152.00,11775.00,2225.00,4710.00,2021.00,15526.00,4488.00,4751.00,2503.00,14844.00,4533.00,2261.00,0.00,18570.00,11494.00,8085.00,1870.00,15412.00,6059.00,8730.00,2088.00,18174.00,5920.00,8336.00,1868.00,17209.00,7798.00,6356.00,3091.00,19665.00,7553.00,7357.00,2162.00,23583.00,8447.00,11384.00,3181.00,23352.00,8241.00,11732.00,3952.00,27170.00,9095.00,15016.00,3945.00,31649.00,12620.00,18059.00,4918.00,37438.00,17524.00,19668.00,6721.00,37730.00,18381.00,16496.00,7011.00,33772.00,20377.00,16860.00,4159.00,36281.00,23788.00,22144.00,7179.00,37522.00,22867.00,18938.00,7940.00,46616.00,22573.00,24675.00,8851.00,52992.00,23231.00,22853.00,12854.00,79390.00,36540.00,27420.00,13437.00,59086.00,37086.00,24190.00,11494.00,62143.00,32340.00,26457.00,15044.00,69579.00,35662.00,29666.00,13482.00,73330.00,36422.00,35878.00,13395.00,63712.00,44170.00,35648.00,12433.00,66199.00,44010.00,32900.00,14023.00,67572.00,45393.00,31365.00,13990.00,64583.00,45258.00,33034.00,12890.00,50536.00,39631.00
Corn,..REGION VII (CENTRAL VISAYAS),15682.00,3368.00,135245.00,114882.00,14188.00,5225.00,186427.00,80201.00,14039.00,4621.00,164648.00,96839.00,10176.00,4369.00,185305.00,96570.00,11486.00,5216.00,122884.00,97983.00,11262.00,2456.00,114179.00,73181.00,18723.00,9237.00,78370.00,63141.00,22401.00,6934.00,88316.00,54685.00,19776.00,6831.00,87033.00,35103.00,21475.00,9065.00,91711.00,36791.00,18908.00,8129.00,84886.00,30985.00,12681.00,791.00,93350.00,34366.00,22126.00,6432.00,82117.00,27943.00,17388.00,6206.00,85498.00,28444.00,16957.00,7932.00,100391.00,28731.00,23348.00,7110.00,104193.00,32309.00,20122.00,3174.00,121692.00,47073.00,22940.00,5791.00,113787.00,41477.00,21685.00,3397.00,114235.00,49208.00,23080.00,7001.00,106407.00,44495.00,24025.00,3631.00,119578.00,52186.00,26571.00,5914.00,99576.00,43199.00,27570.00,6526.00,112332.00,40051.00,23489.00,2791.00,105035.00,47098.00,27719.00,6175.00,101636.00,41767.00,27008.00,6633.00,97045.00,41452.00,22873.00,5956.00,107030.00,37366.00,21152.00,5621.00,94396.00,43028.00,23232.00,4277.00,81810.00,40732.00,17757.00,2087.00,93207.00,43678.00,21090.00,6356.00,79846.00,39178.00,22151.00,6165.00,68125.00,31161.00,21174.00,3566.00,54130.25,26714.00,16113.25,5095.08,77951.00,28436.00,17471.00,4916.00,63131.00,21796.00,11891.00,5257.81,54430.20,25577.36,14032.68,4581.75,74232.89,26707.99
Corn,....Bohol,3100.00,1485.00,11380.00,10600.00,3379.00,2040.00,14332.00,10514.00,3639.00,1298.00,7005.00,10725.00,3177.00,2313.00,11492.00,11223.00,5624.00,1544.00,11355.00,12499.00,2928.00,1149.00,10283.00,12238.00,5284.00,4333.00,10192.00,11717.00,2994.00,3106.00,11249.00,7534.00,4909.00,3283.00,11474.00,4337.00,1439.00,1424.00,11217.00,6156.00,1721.00,2512.00,8837.00,5458.00,3054.00,716.00,4200.00,7403.00,5051.00,2030.00,6028.00,2679.00,1799.00,1955.00,6659.00,2370.00,2451.00,2483.00,7534.00,3690.00,2789.00,2107.00,7930.00,2722.00,3247.00,857.00,6788.00,2238.00,2548.00,987.00,7460.00,2836.00,2732.00,370.00,6188.00,2400.00,1837.00,884.00,5016.00,2838.00,2628.00,574.00,9599.00,3871.00,999.00,747.00,8086.00,2513.00,1806.00,611.00,6321.00,3232.00,1808.00,720.00,7516.00,2861.00,1363.00,773.00,6762.00,3056.00,1984.00,779.00,5965.00,2883.00,1774.00,664.00,7011.00,3254.00,1780.00,742.00,6772.00,3069.00,1530.00,475.00,6868.00,3031.00,1573.00,277.00,7155.00,2731.00,1547.00,455.00,6438.00,2324.00,1772.00,626.00,6007.00,2811.00,1874.00,324.00,6719.00,2193.00,1883.00,749.08,6926.00,2024.00,1167.00,490.00,10096.00,907.00,102.00,722.00,5078.00,1949.41,493.00,594.30,8992.00,1383.25
Corn,....Cebu,5406.00,1624.00,68680.00,82512.00,5289.00,1385.00,112307.00,45380.00,5339.00,1433.00,105509.00,47785.00,4057.00,1194.00,119836.00,46828.00,2942.00,2192.00,68674.00,46401.00,5134.00,546.00,70177.00,24518.00,7338.00,3530.00,40550.00,21569.00,11984.00,2149.00,46172.00,22030.00,7248.00,2427.00,45865.00,10824.00,6216.00,2964.00,44794.00,12878.00,6167.00,2213.00,38550.00,9104.00,3211.00,42.00,43725.00,10995.00,8280.00,2450.00,41152.00,10058.00,6708.00,1925.00,38844.00,10061.00,6060.00,3350.00,52836.00,10548.00,10018.00,2905.00,62730.00,9966.00,8145.00,868.00,71148.00,22638.00,9842.00,3220.00,68962.00,20256.00,12010.00,1803.00,68749.00,24577.00,11907.00,3108.00,65376.00,21373.00,12206.00,1234.00,68823.00,23889.00,14154.00,2774.00,54002.00,20694.00,15153.00,3299.00,65836.00,20280.00,14436.00,1445.00,61359.00,21604.00,15653.00,2854.00,56196.00,20800.00,14746.00,3635.00,51797.00,20340.00,13363.00,3070.00,57875.00,16751.00,10575.00,2767.00,55148.00,18027.00,12418.00,2400.00,53534.00,15948.00,8508.00,1105.00,51112.00,23621.00,10415.00,2805.00,44732.00,20257.00,11470.00,2418.00,39600.00,16223.00,9674.00,1729.00,23022.00,12412.00,7898.20,2221.00,40723.00,13531.00,8219.00,2201.00,26513.00,8547.00,5949.00,2142.00,28993.00,12040.00,6388.00,1892.00,38239.00,10808.00
Corn,....Negros Oriental,7094.00,256.00,52980.00,17180.00,5446.00,1800.00,56838.00,20305.00,4977.00,1877.00,47623.00,32841.00,2826.00,844.00,48837.00,33043.00,2839.00,1450.00,39979.00,33476.00,3120.00,746.00,29989.00,33945.00,5986.00,1354.00,26158.00,27615.00,6903.00,1609.00,27520.00,23646.00,7144.00,1070.00,26525.00,18640.00,13222.00,4615.00,32174.00,16317.00,10350.00,3333.00,34095.00,15923.00,6282.00,29.00,41367.00,15730.00,7772.00,1892.00,31377.00,14725.00,8115.00,2270.00,36350.00,15178.00,7660.00,2028.00,36171.00,14493.00,8863.00,2098.00,30194.00,19011.00,7854.00,1224.00,40060.00,21407.00,9095.00,1313.00,32909.00,17665.00,6648.00,1224.00,35930.00,21498.00,8484.00,2672.00,32156.00,20165.00,8414.00,1704.00,36926.00,22987.00,10906.00,2324.00,33495.00,17858.00,9902.00,2277.00,31227.00,13893.00,6376.00,621.00,32202.00,21203.00,10089.00,2318.00,34538.00,16776.00,9279.00,2010.00,36005.00,17241.00,7403.00,1979.00,38383.00,16184.00,8103.00,1847.00,29783.00,20843.00,8384.00,1196.00,18543.00,20595.00,7021.00,705.00,32043.00,16081.00,8283.00,2827.00,25552.00,15596.00,8061.00,2768.00,21723.00,10788.00,9041.00,1445.00,23720.25,11368.00,6021.05,2116.00,27158.00,12318.00,7363.00,2065.00,23131.00,11838.00,5257.00,2309.00,18934.00,10885.85,7021.96,2062.75,25262.39,13987.80
Corn,....Siquijor,82.00,3.00,2205.00,4590.00,74.00,0.00,2950.00,4002.00,84.00,13.00,4511.00,5488.00,116.00,18.00,5140.00,5476.00,81.00,30.00,2876.00,5607.00,80.00,15.00,3730.00,2480.00,115.00,20.00,1470.00,2240.00,520.00,70.00,3375.00,1475.00,475.00,51.00,3169.00,1302.00,598.00,62.00,3526.00,1440.00,670.00,71.00,3404.00,500.00,134.00,4.00,4058.00,238.00,1023.00,60.00,3560.00,481.00,766.00,56.00,3645.00,835.00,786.00,71.00,3850.00,0.00,1678.00,0.00,3339.00,610.00,876.00,225.00,3696.00,790.00,1455.00,271.00,4456.00,720.00,295.00,0.00,3368.00,733.00,852.00,337.00,3859.00,119.00,777.00,119.00,4230.00,1439.00,512.00,69.00,3993.00,2134.00,709.00,339.00,8948.00,2646.00,869.00,5.00,3958.00,1430.00,614.00,230.00,4140.00,1135.00,999.00,209.00,3278.00,988.00,333.00,243.00,3761.00,1177.00,694.00,265.00,2693.00,1089.00,900.00,206.00,2865.00,1158.00,655.00,0.00,2897.00,1245.00,845.00,269.00,3124.00,1001.00,848.00,353.00,795.00,1339.00,585.00,68.00,669.00,741.00,311.00,9.00,3144.00,563.00,722.00,160.00,3391.00,504.00,583.00,84.81,1425.20,702.10,129.72,32.70,1739.50,528.94
Corn,..REGION VIII (EASTERN VISAYAS),13398.00,58387.00,46930.00,97575.00,19150.00,54738.00,49372.00,96195.00,19109.00,53467.00,43477.00,101137.00,19393.00,56072.00,42979.00,101998.00,15265.00,64246.00,36092.00,101290.00,15294.00,45503.00,35504.00,47090.00,11079.00,31804.00,31184.00,46251.00,3500.00,12965.00,16774.00,27346.00,6609.00,16600.00,13056.00,10933.00,6260.00,14520.00,12107.00,10269.00,3961.00,17558.00,11873.00,10915.00,3703.00,9988.00,9340.00,10318.00,4195.00,17462.00,13265.00,10891.00,4696.00,16826.00,13588.00,11196.00,4761.00,17800.00,13606.00,11358.00,4863.00,18096.00,13853.00,12839.00,5580.00,18503.00,14086.00,13666.00,7662.00,21152.00,15789.00,15303.00,8142.00,23760.00,17582.00,18932.00,9100.00,27710.00,19401.00,19951.00,11601.00,30609.00,21338.00,24704.00,14383.00,35515.00,21309.00,25387.00,13732.00,33892.00,22786.00,24411.00,11755.00,34060.00,20556.00,23844.00,10269.00,29463.00,20075.00,24185.00,10656.18,30157.00,21143.00,25377.00,11599.00,32562.00,20858.00,24308.00,10850.00,31018.00,21046.00,25248.00,11251.00,33235.00,20108.00,26551.00,12503.00,24066.00,20150.00,24884.00,11649.00,21849.00,18671.00,21312.00,10528.00,21905.00,19866.05,21898.21,11052.28,21232.40,19023.10,22912.62,10034.19,21260.92,19915.58,21912.14,8374.74,18179.64,18727.50,17926.69,9164.43,17713.61,16211.56,15771.59,9086.93,17599.58,17199.38,15432.45
Corn,....Biliran,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.00,94.00,98.00,108.00,104.00,143.00,144.00,183.00,119.00,172.00,118.00,212.00,114.00,169.00,128.00,212.00,114.00,94.00,101.00,135.00,136.00,138.00,134.00,237.00,168.00,152.00,135.00,240.00,176.00,151.00,130.00,236.00,169.00,175.00,152.00,214.00,157.00,146.00,178.00,235.00,172.00,135.00,184.00,249.00,198.00,126.00,146.00,277.00,223.00,198.00,197.00,245.00,206.00,209.00,180.00,200.00,92.00,279.00,179.00,262.00,113.00,301.00,163.00,250.00,108.00,271.00,118.00,225.00,122.00,268.00,120.00,223.00,131.00,275.00,118.00,221.00,131.00,278.00,119.00,201.00,128.00,280.00,120.00,220.00,126.00,283.00,126.00,212.00,125.00,286.00,129.00,212.00,121.00,236.00,131.00,215.00,118.00,157.00,143.00,216.80,123.40,168.10,90.85,209.80,106.45,167.10,89.70,204.60,94.00,156.00,108.00,205.00,102.63,172.00,96.55,212.59,98.50,172.80,85.50,209.00
Corn,....Eastern Samar,0.00,185.00,0.00,35.00,188.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,18.00,6.00,0.00,18.00,45.00,18.00,18.00,18.00,40.00,8.00,12.00,12.00,30.00,14.00,15.00,6.00,19.00,11.00,16.00,7.00,20.00,11.00,17.00,8.00,20.00,11.00,34.00,8.00,22.00,12.00,26.00,10.00,24.00,14.00,27.00,10.00,26.00,15.00,30.00,13.00,28.00,19.00,35.00,18.00,34.00,24.00,43.00,25.00,47.00,33.00,52.00,38.00,69.00,51.00,65.00,42.00,77.00,62.00,82.00,59.00,86.00,106.00,101.00,71.00,75.00,154.00,108.00,96.00,107.00,160.00,117.00,111.00,112.00,180.00,126.00,141.00,99.00,171.00,126.00,138.00,115.00,167.00,163.00,148.00,126.00,129.00,173.00,143.00,123.00,158.00,180.00,148.00,151.00,164.00,176.00,149.00,0.00,154.00,141.00,161.00,132.00,159.00,149.00,155.00,137.00,162.00,162.00,154.00,140.00,91.00,113.00,147.00,89.05,74.00,65.48,114.82,68.00,86.55,52.00,62.00,66.30,80.52,43.96,68.24,52.00,64.00,32.00,65.40
Corn,....Leyte,10365.00,16045.00,34180.00,82440.00,14987.00,12140.00,34780.00,81107.00,15082.00,13420.00,32260.00,85502.00,15162.00,14124.00,32432.00,86249.00,10956.00,21354.00,24762.00,87543.00,9627.00,21694.00,25332.00,37736.00,8064.00,21286.00,24584.00,37177.00,2499.00,6175.00,10304.00,19716.00,5560.00,9500.00,7500.00,4470.00,5361.00,8718.00,7703.00,5036.00,3133.00,11733.00,7294.00,5538.00,2848.00,4821.00,5906.00,6305.00,3251.00,11327.00,9037.00,6827.00,3755.00,11497.00,9168.00,7015.00,3769.00,12074.00,9290.00,7214.00,3836.00,12379.00,9495.00,8599.00,4502.00,12845.00,9722.00,9289.00,6530.00,15524.00,11334.00,9969.00,6836.00,16767.00,12339.00,12412.00,7511.00,19886.00,13430.00,13112.00,9931.00,22092.00,16153.00,15787.00,10889.00,26571.00,14927.00,15493.00,9850.00,24310.00,15663.00,14574.00,7750.00,24916.00,13584.00,13191.00,5881.00,20348.00,12857.00,13341.00,6006.00,21046.00,13920.00,14420.00,6860.00,22990.00,14323.00,14002.00,6513.00,22672.00,14557.00,14859.00,6805.00,24905.00,13920.00,16608.00,8185.00,15932.00,13921.00,15917.00,7150.00,14325.00,12404.00,13563.00,7101.00,14276.00,12458.75,14464.41,7682.88,14286.30,12095.25,16024.72,6892.69,14498.82,12835.04,15223.72,5375.29,11525.76,11671.50,11081.49,6340.90,11123.60,9111.06,9135.89,6333.43,10047.78,9329.88,9278.75
