Geolocation,Commodity,Period,Stocks,Volume,Area Harvested,Self-Sufficiency Ratio,Import-Dependency Ratio,SU Gross Supply,UT Consumable,Farmgate Price,Wholesale Price,Retail Price,CPI All Income,CPI Bottom 30,Net Returns,Inflation Rate,NCR RPI
mimaropa region (mimaropa),Corn,2017,993.0884615384615,121098.0,30060.0,94.3,5.7,8772,1569,12.547272727272729,,43.93833333333333,96.17436679083335,96.77635228999999,31943.0,2.85,114.04166666666667
region v (bicol region),Corn,2017,993.0884615384615,287005.0,114616.0,94.3,5.7,8772,1569,11.425555555555555,,,86.86962803333334,86.796893935,14347.0,2.85,114.04166666666667
region vi (western visayas),Corn,2017,993.0884615384615,301286.0,109849.0,94.3,5.7,8772,1569,11.14,,,95.61312084916669,94.17950464916667,5474.0,2.85,114.04166666666667
region vii (central visayas),Corn,2017,993.0884615384615,146470.0,163767.0,94.3,5.7,8772,1569,11.459999999999997,23.74,,90.26092138833333,96.63046448666667,,2.85,114.04166666666667
region viii (eastern visayas),Corn,2017,993.0884615384615,73481.0,53672.0,94.3,5.7,8772,1569,,32.58083333333334,,99.3413865875,96.05500608083334,,2.85,114.04166666666667
region ix (zamboanga peninsula),Corn,2017,993.0884615384615,234455.0,141061.0,94.3,5.7,8772,1569,11.11,23.100833333333338,,89.33938409833333,92.89859661916665,5546.0,2.85,114.04166666666667
region x (northern mindanao),Corn,2017,993.0884615384615,1287303.0,374515.0,94.3,5.7,8772,1569,10.750833333333334,23.811666666666667,14.496666666666664,90.87193759750001,84.07922643,20007.0,2.85,114.04166666666667
region xi (davao region),Corn,2017,993.0884615384615,256735.0,165636.0,94.3,5.7,8772,1569,11.389166666666668,24.701666666666664,17.25,89.58071610833333,86.3876798425,,2.85,114.04166666666667
region xii (soccsksargen),Corn,2017,993.0884615384615,1257177.0,413649.0,94.3,5.7,8772,1569,11.07583333333333,22.603636363636365,,95.66930246583335,100.72148052333335,12704.0,2.85,114.04166666666667
region xiii (caraga),Corn,2017,993.0884615384615,119980.0,34034.0,94.3,5.7,8772,1569,10.257777777777779,25.439999999999998,,86.69706974333333,91.49471394916668,15782.0,2.85,114.04166666666667
bangsamoro autonomous region in muslim mindanao (barmm),Corn,2017,993.0884615384615,841618.0,300002.0,94.3,5.7,8772,1569,10.889999999999999,,,98.49072367083333,98.72798277833333,11863.0,2.85,114.04166666666667
philippines,Rice,2018,2095.564615384615,19066093.94,4800406.09,86.2,13.8,16761,12665,20.059166666666666,42.36416666666666,43.36666666666667,99.99096731833333,99.994333535,32976.0,5.31,117.50833333333334
cordillera administrative region (car),Rice,2018,2095.564615384615,391104.6,111387.0,86.2,13.8,16761,12665,20.459999999999997,,44.923333333333325,99.97361816916667,99.96632243333333,22597.0,5.31,117.50833333333334
region i (ilocos region),Rice,2018,2095.564615384615,1720043.52,405981.39,86.2,13.8,16761,12665,21.425833333333333,40.6,38.72416666666666,99.98499363083333,99.99728621833334,25105.0,5.31,117.50833333333334
region ii (cagayan valley),Rice,2018,2095.564615384615,2379771.42,562017.51,86.2,13.8,16761,12665,20.471666666666664,43.8475,40.13583333333333,99.99565620916667,99.99677004416668,24925.0,5.31,117.50833333333334
region iii (central luzon),Rice,2018,2095.564615384615,3615115.12,727704.0,86.2,13.8,16761,12665,20.741666666666664,40.4175,40.578333333333326,99.98781489833334,99.99532951833332,41358.0,5.31,117.50833333333334
region iv-a (calabarzon),Rice,2018,2095.564615384615,420233.47,108649.63,86.2,13.8,16761,12665,18.9025,41.8825,41.8075,99.9932057125,99.99581426499999,20322.0,5.31,117.50833333333334
mimaropa region (mimaropa),Rice,2018,2095.564615384615,1230988.37,306790.0,86.2,13.8,16761,12665,20.225833333333334,41.8375,42.899166666666666,99.98033339083332,99.99018110583334,23993.0,5.31,117.50833333333334
region v (bicol region),Rice,2018,2095.564615384615,1350438.32,357654.0,86.2,13.8,16761,12665,18.484166666666663,41.410000000000004,41.86416666666667,99.99582515000002,99.99778903583332,27710.0,5.31,117.50833333333334
region vi (western visayas),Rice,2018,2095.564615384615,2232292.75,668861.0,86.2,13.8,16761,12665,20.1225,40.95333333333334,43.26166666666666,99.99063065333333,99.99199531333333,22527.0,5.31,117.50833333333334
region vii (central visayas),Rice,2018,2095.564615384615,309459.0,97619.0,86.2,13.8,16761,12665,21.39583333333333,42.15833333333333,48.74666666666667,99.99551954916667,99.99735073833334,17360.0,5.31,117.50833333333334
region viii (eastern visayas),Rice,2018,2095.564615384615,946876.96,269786.0,86.2,13.8,16761,12665,19.503333333333334,44.68416666666667,43.47416666666667,99.99338513416667,99.99820070083332,24757.0,5.31,117.50833333333334
region ix (zamboanga peninsula),Rice,2018,2095.564615384615,728673.43,177540.31,86.2,13.8,16761,12665,20.419166666666666,42.39416666666667,46.7075,99.98230018,99.984108995,32730.0,5.31,117.50833333333334
region x (northern mindanao),Rice,2018,2095.564615384615,761400.32,164769.0,86.2,13.8,16761,12665,20.882499999999997,42.681666666666665,44.720000000000006,99.99680325499999,99.99786508166666,42174.0,5.31,117.50833333333334
region xi (davao region),Rice,2018,2095.564615384615,488104.68,106550.0,86.2,13.8,16761,12665,20.91916666666667,46.36833333333333,43.76333333333333,99.99058582916666,99.99705354999999,29860.0,5.31,117.50833333333334
region xii (soccsksargen),Rice,2018,2095.564615384615,1343124.7,348480.25,86.2,13.8,16761,12665,19.982499999999998,42.08416666666666,44.850833333333334,99.99245968416666,99.9964224875,28990.0,5.31,117.50833333333334
region xiii (caraga),Rice,2018,2095.564615384615,510070.72,160282.0,86.2,13.8,16761,12665,19.209999999999997,42.40416666666666,36.37083333333333,99.99151627083332,99.99640686083335,16955.0,5.31,117.50833333333334
bangsamoro autonomous region in muslim mindanao (barmm),Rice,2018,2095.564615384615,638396.56,226335.0,86.2,13.8,16761,12665,17.76583333333333,41.842727272727274,40.943333333333335,99.99083124416667,99.9893635075,14354.0,5.31,117.50833333333334
philippines,Corn,2018,694.4630769230769,7771918.63,2511436.27,88.4,11.6,9740,2925,13.717500000000001,29.822500000000005,28.216666666666665,99.99999999833334,100.00000000583334,19431.0,5.31,117.50833333333334
cordillera administrative region (car),Corn,2018,694.4630769230769,207439.2,58405.0,88.4,11.6,9740,2925,13.74909090909091,,46.69166666666667,100.0,100.00000000083334,,5.31,117.50833333333334
region i (ilocos region),Corn,2018,694.4630769230769,560885.0,95087.0,88.4,11.6,9740,2925,14.556999999999999,,,99.99999999750001,99.99999999999999,,5.31,117.50833333333334
region ii (cagayan valley),Corn,2018,694.4630769230769,1625325.36,385660.25,88.4,11.6,9740,2925,13.856666666666667,,15.620833333333332,99.99999999083333,100.00000001000001,7727.0,5.31,117.50833333333334
region iii (central luzon),Corn,2018,694.4630769230769,271944.5,47597.0,88.4,11.6,9740,2925,11.877272727272725,,,100.00000000249999,100.00000000250002,,5.31,117.50833333333334
region iv-a (calabarzon),Corn,2018,694.4630769230769,91418.06,32661.52,88.4,11.6,9740,2925,15.084444444444447,,37.98,99.99999999666666,100.00000000750002,,5.31,117.50833333333334
mimaropa region (mimaropa),Corn,2018,694.4630769230769,130146.41,31521.0,88.4,11.6,9740,2925,13.913333333333334,,42.89166666666667,100.00000001000001,100.00000000416667,39310.0,5.31,117.50833333333334
region v (bicol region),Corn,2018,694.4630769230769,279731.94,111900.0,88.4,11.6,9740,2925,14.245555555555557,,,100.00000000000001,99.99999999333333,20403.0,5.31,117.50833333333334
region vi (western visayas),Corn,2018,694.4630769230769,310838.81,107998.0,88.4,11.6,9740,2925,14.497,,23.485,100.00000000416667,100.00000000416667,15250.0,5.31,117.50833333333334
region vii (central visayas),Corn,2018,694.4630769230769,127602.0,148192.0,88.4,11.6,9740,2925,14.898,28.915000000000003,,100.00000000249999,99.999999995,,5.31,117.50833333333334
region viii (eastern visayas),Corn,2018,694.4630769230769,74197.26,53284.0,88.4,11.6,9740,2925,,39.51583333333333,,100.00000000333331,100.00000000166665,,5.31,117.50833333333334
region ix (zamboanga peninsula),Corn,2018,694.4630769230769,258909.87,142304.5,88.4,11.6,9740,2925,13.847,28.230833333333333,,100.00000000166666,100.00000000916664,9391.0,5.31,117.50833333333334
region x (northern mindanao),Corn,2018,694.4630769230769,1289538.0,370541.0,88.4,11.6,9740,2925,13.384166666666665,28.25,13.644166666666665,99.99999999583332,99.99999999916666,27576.0,5.31,117.50833333333334
region xi (davao region),Corn,2018,694.4630769230769,274674.71,172924.0,88.4,11.6,9740,2925,13.55666666666667,28.695833333333336,27.611666666666665,99.99999999249998,99.99999999750001,,5.31,117.50833333333334
region xii (soccsksargen),Corn,2018,694.4630769230769,1231074.0,406165.0,88.4,11.6,9740,2925,13.996666666666668,26.9175,,100.00000000416667,100.00000000333334,18559.0,5.31,117.50833333333334
region xiii (caraga),Corn,2018,694.4630769230769,135626.55,36699.0,88.4,11.6,9740,2925,12.110833333333334,30.289166666666663,,100.00000000083332,100.00000000249999,21994.0,5.31,117.50833333333334
bangsamoro autonomous region in muslim mindanao (barmm),Corn,2018,694.4630769230769,902566.96,310497.0,88.4,11.6,9740,2925,13.721666666666666,,,99.99999998333334,100.00000000249999,17076.0,5.31,117.50833333333334
philippines,Rice,2019,2465.2923076923075,18814827.29,4651489.68,79.8,20.2,17974,13778,16.945833333333333,38.604166666666664,41.1575,95.79484561416666,95.03091600249998,22243.0,2.39,120.5
cordillera administrative region (car),Rice,2019,2465.2923076923075,418320.58,110763.0,79.8,20.2,17974,13778,17.012500000000003,,43.366666666666674,94.70770515666668,96.58023173833332,15754.0,2.39,120.5
region i (ilocos region),Rice,2019,2465.2923076923075,1851265.37,407139.34,79.8,20.2,17974,13778,17.450833333333335,38.806666666666665,38.482499999999995,98.88751255583334,99.05910057416666,16222.0,2.39,120.5
region ii (cagayan valley),Rice,2019,2465.2923076923075,2644702.34,582883.0,79.8,20.2,17974,13778,16.284166666666668,36.946666666666665,38.00833333333333,95.4021444625,94.53656937166666,13491.0,2.39,120.5
region iii (central luzon),Rice,2019,2465.2923076923075,3730180.33,730784.42,79.8,20.2,17974,13778,16.2375,39.942499999999995,38.752500000000005,97.40778016083334,97.50253155666667,25286.0,2.39,120.5
region iv-a (calabarzon),Rice,2019,2465.2923076923075,380781.96,103206.77,79.8,20.2,17974,13778,15.131666666666666,39.595000000000006,40.39083333333334,97.47208661916666,96.85887152916666,6245.0,2.39,120.5
mimaropa region (mimaropa),Rice,2019,2465.2923076923075,1195197.0,299902.99,79.8,20.2,17974,13778,18.12833333333333,39.25833333333333,40.917500000000004,96.61910333000002,96.07729397333334,15753.0,2.39,120.5
region v (bicol region),Rice,2019,2465.2923076923075,1192903.96,341731.25,79.8,20.2,17974,13778,15.411666666666667,36.70000000000001,39.1225,94.22541556750001,94.30347019333333,13423.0,2.39,120.5
region vi (western visayas),Rice,2019,2465.2923076923075,2077790.03,626701.0,79.8,20.2,17974,13778,17.338333333333335,37.76,41.76,96.96207098666666,96.88585223083334,15371.0,2.39,120.5
region vii (central visayas),Rice,2019,2465.2923076923075,223086.5,82092.0,79.8,20.2,17974,13778,19.287499999999998,39.295833333333334,45.83583333333333,94.80199222583332,93.64341449333335,2961.0,2.39,120.5
region viii (eastern visayas),Rice,2019,2465.2923076923075,900245.55,256519.58,79.8,20.2,17974,13778,17.13083333333333,39.98916666666667,40.84666666666667,95.07111494083334,94.86771227916667,15325.0,2.39,120.5
region ix (zamboanga peninsula),Rice,2019,2465.2923076923075,677436.78,164939.1,79.8,20.2,17974,13778,17.650833333333335,40.10583333333333,45.51749999999999,97.98817615083333,97.40830458416666,22167.0,2.39,120.5
region x (northern mindanao),Rice,2019,2465.2923076923075,761138.59,163687.5,79.8,20.2,17974,13778,18.25,39.99166666666667,44.46916666666666,98.96956264833334,99.15459105583334,30681.0,2.39,120.5
region xi (davao region),Rice,2019,2465.2923076923075,450368.6,103139.0,79.8,20.2,17974,13778,17.67083333333333,38.54083333333333,39.600833333333334,91.15046584250001,91.45491554833332,15703.0,2.39,120.5
region xii (soccsksargen),Rice,2019,2465.2923076923075,1187279.31,324172.77,79.8,20.2,17974,13778,15.643333333333333,35.485,39.5,88.78587552583333,88.05788430166668,13609.0,2.39,120.5
region xiii (caraga),Rice,2019,2465.2923076923075,449369.83,145366.95,79.8,20.2,17974,13778,15.950000000000001,37.02,35.784166666666664,91.18501484333335,90.35680527666669,8245.0,2.39,120.5
bangsamoro autonomous region in muslim mindanao (barmm),Rice,2019,2465.2923076923075,674760.55,208461.0,79.8,20.2,17974,13778,16.543333333333333,41.5375,41.42666666666667,95.85396394333334,95.7698130275,16558.0,2.39,120.5
philippines,Corn,2019,890.8753846153847,7978844.55,2516722.96,94.6,5.4,9113,2000,13.003333333333332,25.331666666666667,29.586666666666673,97.8577104725,97.26305545666666,16950.0,2.39,120.5
cordillera administrative region (car),Corn,2019,890.8753846153847,232350.58,61427.98,94.6,5.4,9113,2000,12.203,,42.154999999999994,106.31826680833335,105.45309474166667,,2.39,120.5
region i (ilocos region),Corn,2019,890.8753846153847,574852.0,96663.0,94.6,5.4,9113,2000,14.333333333333334,,,105.13203360833336,104.2332572775,,2.39,120.5
region ii (cagayan valley),Corn,2019,890.8753846153847,1866918.34,427750.5,94.6,5.4,9113,2000,12.663999999999998,,16.372500000000002,103.4370339,103.71585524166666,4226.0,2.39,120.5
region iii (central luzon),Corn,2019,890.8753846153847,284714.54,48827.0,94.6,5.4,9113,2000,10.846666666666666,,,101.18126149416666,100.06302626,,2.39,120.5
region iv-a (calabarzon),Corn,2019,890.8753846153847,69786.67,27905.52,94.6,5.4,9113,2000,14.794444444444443,,38.10583333333334,104.76161635,106.22562805833333,,2.39,120.5
mimaropa region (mimaropa),Corn,2019,890.8753846153847,106939.8,29278.0,94.6,5.4,9113,2000,15.249999999999995,,48.51916666666667,118.98046164166668,117.586716375,35692.0,2.39,120.5
region v (bicol region),Corn,2019,890.8753846153847,248242.62,105066.5,94.6,5.4,9113,2000,14.0925,,,100.24291682166665,97.11478849999999,15264.0,2.39,120.5
region vi (western visayas),Corn,2019,890.8753846153847,313974.95,108592.0,94.6,5.4,9113,2000,13.472500000000002,,24.632499999999997,107.86437776666668,108.26620675833333,7976.0,2.39,120.5
region vii (central visayas),Corn,2019,890.8753846153847,105584.25,129815.0,94.6,5.4,9113,2000,14.6725,25.334999999999997,,100.49881938916667,99.847126615,,2.39,120.5
region viii (eastern visayas),Corn,2019,890.8753846153847,74220.4,52556.0,94.6,5.4,9113,2000,,35.279999999999994,,100.78390950083332,100.06859237750001,,2.39,120.5
region ix (zamboanga peninsula),Corn,2019,890.8753846153847,184636.71,118081.75,94.6,5.4,9113,2000,11.0825,22.337500000000002,,100.17975792333334,100.273626595,2765.0,2.39,120.5
region x (northern mindanao),Corn,2019,890.8753846153847,1312925.8,376141.4,94.6,5.4,9113,2000,13.0575,23.74416666666667,16.89166666666667,97.05638253250002,97.00920775499999,23610.0,2.39,120.5
region xi (davao region),Corn,2019,890.8753846153847,244810.36,165046.0,94.6,5.4,9113,2000,12.094166666666666,24.93083333333333,24.867499999999996,86.68667602,86.61985072249998,,2.39,120.5
region xii (soccsksargen),Corn,2019,890.8753846153847,1108187.29,396807.0,94.6,5.4,9113,2000,12.629999999999997,22.79416666666667,,94.75704818499999,94.02975730166663,10909.0,2.39,120.5
region xiii (caraga),Corn,2019,890.8753846153847,135727.21,37817.0,94.6,5.4,9113,2000,11.370000000000003,24.511666666666667,,94.33060528833333,93.8398857625,16510.0,2.39,120.5
bangsamoro autonomous region in muslim mindanao (barmm),Corn,2019,890.8753846153847,1114973.03,334948.31,94.6,5.4,9113,2000,12.796666666666667,,,108.98700919166664,111.77621035833333,19158.0,2.39,120.5
philippines,Rice,2020,2387.2207692307693,19294855.51,4718896.1,85.0,15.0,17513,13624,16.757499999999997,37.72416666666666,39.05166666666667,92.22437987833332,90.782344995,21492.0,2.39,123.27499999999999
cordillera administrative region (car),Rice,2020,2387.2207692307693,376473.48,102562.19,85.0,15.0,17513,13624,17.232499999999998,,41.98250000000001,90.15448811083336,90.62471112166666,14144.0,2.39,123.27499999999999
region i (ilocos region),Rice,2020,2387.2207692307693,1902661.85,407701.0,85.0,15.0,17513,13624,17.939166666666665,38.060833333333335,36.39833333333333,94.76316727666666,94.8999364425,20599.0,2.39,123.27499999999999
region ii (cagayan valley),Rice,2020,2387.2207692307693,2645776.78,589717.0,85.0,15.0,17513,13624,17.1725,35.68,35.125,89.36715664999998,88.29838660166666,17363.0,2.39,123.27499999999999
region iii (central luzon),Rice,2020,2387.2207692307693,3635147.59,711208.1,85.0,15.0,17513,13624,16.533333333333335,38.362500000000004,36.99333333333334,93.97351993583334,93.272681005,25868.0,2.39,123.27499999999999
region iv-a (calabarzon),Rice,2020,2387.2207692307693,386919.93,106265.69,85.0,15.0,17513,13624,15.515,39.02333333333333,38.442499999999995,94.25421299416666,92.18910991749999,4931.0,2.39,123.27499999999999
mimaropa region (mimaropa),Rice,2020,2387.2207692307693,1183149.32,293240.6,85.0,15.0,17513,13624,17.464166666666667,39.240833333333335,39.64,93.8629377175,93.56450423166666,13271.0,2.39,123.27499999999999
region v (bicol region),Rice,2020,2387.2207692307693,1294991.12,346628.99,85.0,15.0,17513,13624,15.559166666666668,36.42583333333334,37.86000000000001,91.72529379416666,91.89874622666666,16520.0,2.39,123.27499999999999
region vi (western visayas),Rice,2020,2387.2207692307693,2295579.75,656935.94,85.0,15.0,17513,13624,16.170833333333334,36.99916666666666,39.285,92.10080457916668,91.73086640166666,15149.0,2.39,123.27499999999999
region vii (central visayas),Rice,2020,2387.2207692307693,260523.78,90464.0,85.0,15.0,17513,13624,18.522499999999997,40.1,43.41416666666667,91.21160827249999,89.98543657166665,2089.0,2.39,123.27499999999999
region viii (eastern visayas),Rice,2020,2387.2207692307693,927095.25,262416.0,85.0,15.0,17513,13624,16.03666666666667,38.44166666666667,39.33333333333333,91.10400045083334,91.14214694000002,11463.0,2.39,123.27499999999999
region ix (zamboanga peninsula),Rice,2020,2387.2207692307693,645407.04,157626.59,85.0,15.0,17513,13624,16.370833333333337,37.56916666666667,41.01583333333334,88.15613949083331,87.47719911333333,16757.0,2.39,123.27499999999999
region x (northern mindanao),Rice,2020,2387.2207692307693,781824.98,167115.0,85.0,15.0,17513,13624,17.991666666666664,38.4175,40.73333333333333,92.43616833666668,91.51251133583337,29284.0,2.39,123.27499999999999
region xi (davao region),Rice,2020,2387.2207692307693,466763.69,102918.7,85.0,15.0,17513,13624,17.00583333333334,37.46666666666666,38.36499999999999,87.70503015000001,88.00568525416666,14981.0,2.39,123.27499999999999
region xii (soccsksargen),Rice,2020,2387.2207692307693,1264116.7,334686.8,85.0,15.0,17513,13624,16.087500000000002,35.354166666666664,38.805,87.14784765249999,86.62432746500001,15378.0,2.39,123.27499999999999
region xiii (caraga),Rice,2020,2387.2207692307693,503330.88,156073.05,85.0,15.0,17513,13624,16.3725,37.6625,35.04166666666667,87.015096225,86.24036967833335,8910.0,2.39,123.27499999999999
bangsamoro autonomous region in muslim mindanao (barmm),Rice,2020,2387.2207692307693,725093.37,233336.44,85.0,15.0,17513,13624,15.821000000000002,38.95,39.259166666666665,92.06061376916666,91.81068745750001,16521.0,2.39,123.27499999999999
philippines,Corn,2020,923.1153846153846,8118545.88,2553780.55,91.4,8.6,9699,2372,12.205,25.701666666666664,30.983333333333334,95.71049343166668,94.40737015499998,14336.0,2.39,123.27499999999999
cordillera administrative region (car),Corn,2020,923.1153846153846,244550.47,63221.0,91.4,8.6,9699,2372,11.226000000000003,,40.32583333333333,121.15847558333333,119.31329487499998,,2.39,123.27499999999999
region i (ilocos region),Corn,2020,923.1153846153846,563388.0,95166.96,91.4,8.6,9699,2372,12.614166666666668,,,114.18820279999998,109.24571434166666,,2.39,123.27499999999999
region ii (cagayan valley),Corn,2020,923.1153846153846,1861855.63,428780.0,91.4,8.6,9699,2372,12.112,,15.512500000000001,111.15686903333335,112.90424598333334,1623.0,2.39,123.27499999999999
region iii (central luzon),Corn,2020,923.1153846153846,274274.82,46847.4,91.4,8.6,9699,2372,10.979999999999999,,,102.18744697916668,102.00627757166667,,2.39,123.27499999999999
region iv-a (calabarzon),Corn,2020,923.1153846153846,75761.11,26829.35,91.4,8.6,9699,2372,14.27111111111111,,38.79500000000001,108.22782099166666,111.25569882499998,,2.39,123.27499999999999
mimaropa region (mimaropa),Corn,2020,923.1153846153846,121201.15,30412.0,91.4,8.6,9699,2372,14.841666666666663,,56.395,142.1523427583333,138.83742617500002,38357.0,2.39,123.27499999999999
region v (bicol region),Corn,2020,923.1153846153846,282000.57,106984.99,91.4,8.6,9699,2372,12.627500000000003,,,105.63048345333334,100.7689599125,16151.0,2.39,123.27499999999999
region vi (western visayas),Corn,2020,923.1153846153846,320379.86,109477.0,91.4,8.6,9699,2372,12.84083333333333,,24.936666666666667,111.83722125000001,112.36567990833333,7989.0,2.39,123.27499999999999
region vii (central visayas),Corn,2020,923.1153846153846,127595.33,137409.0,91.4,8.6,9699,2372,13.9375,29.61916666666667,,99.73925236666666,98.9965821775,,2.39,123.27499999999999
region viii (eastern visayas),Corn,2020,923.1153846153846,73122.83,52074.0,91.4,8.6,9699,2372,,36.35833333333333,,100.4121436075,100.03785060833333,,2.39,123.27499999999999
region ix (zamboanga peninsula),Corn,2020,923.1153846153846,168854.81,116385.81,91.4,8.6,9699,2372,11.645833333333334,20.662499999999998,,91.99346379333333,92.86776398166666,568.0,2.39,123.27499999999999
region x (northern mindanao),Corn,2020,923.1153846153846,1338165.21,371885.25,91.4,8.6,9699,2372,11.996666666666668,22.959166666666665,20.39916666666667,91.32590309833334,91.07159757583334,21315.0,2.39,123.27499999999999
region xi (davao region),Corn,2020,923.1153846153846,261923.15,169318.39,91.4,8.6,9699,2372,10.7575,24.598333333333333,21.638333333333335,83.25556621083335,83.04621271416666,,2.39,123.27499999999999
region xii (soccsksargen),Corn,2020,923.1153846153846,1108972.45,388569.49,91.4,8.6,9699,2372,11.310833333333333,22.718333333333334,,93.05624322666667,92.33779197249999,8073.0,2.39,123.27499999999999
region xiii (caraga),Corn,2020,923.1153846153846,157639.11,44550.0,91.4,8.6,9699,2372,10.955833333333333,24.3725,,98.53093517166667,97.63460508583331,13097.0,2.39,123.27499999999999
bangsamoro autonomous region in muslim mindanao (barmm),Corn,2020,923.1153846153846,1138861.4,365869.91,91.4,8.6,9699,2372,11.349,,,102.22206612583334,101.772071045,9828.0,2.39,123.27499999999999
philippines,Rice,2021,2155.8138461538465,19960170.2,4805077.46,81.5,18.5,18353,14886,16.755,37.56583333333333,38.279999999999994,91.61052659333332,89.69242323583335,19680.0,3.93,125.85833333333333
cordillera administrative region (car),Rice,2021,2155.8138461538465,377133.35,101555.75,81.5,18.5,18353,14886,17.686666666666667,,42.92833333333334,91.256124355,91.468430105,12216.0,3.93,125.85833333333333
region i (ilocos region),Rice,2021,2155.8138461538465,1902342.6,409035.0,81.5,18.5,18353,14886,18.579166666666666,37.87749999999999,36.34666666666666,95.88070129166668,96.35247404500001,18273.0,3.93,125.85833333333333
region ii (cagayan valley),Rice,2021,2155.8138461538465,2909950.48,613121.35,81.5,18.5,18353,14886,17.596666666666664,35.17250000000001,35.443333333333335,90.7024538225,89.52251330333333,14093.0,3.93,125.85833333333333
region iii (central luzon),Rice,2021,2155.8138461538465,3741210.53,728062.51,81.5,18.5,18353,14886,17.418333333333337,38.07416666666667,37.335,95.74978318583332,94.64557317416667,26709.0,3.93,125.85833333333333
region iv-a (calabarzon),Rice,2021,2155.8138461538465,409915.07,110537.97,81.5,18.5,18353,14886,15.91916666666667,39.8075,38.07583333333333,94.43843093666665,92.47459667499999,5011.0,3.93,125.85833333333333
mimaropa region (mimaropa),Rice,2021,2155.8138461538465,1225283.21,310130.38,81.5,18.5,18353,14886,17.195833333333333,39.94916666666666,39.346666666666664,92.73068570333334,92.70424507333333,8841.0,3.93,125.85833333333333
region v (bicol region),Rice,2021,2155.8138461538465,1346952.44,346009.56,81.5,18.5,18353,14886,15.952499999999999,37.0325,38.210833333333326,92.92447993166667,92.85887162416667,17573.0,3.93,125.85833333333333
region vi (western visayas),Rice,2021,2155.8138461538465,2356902.44,676927.0,81.5,18.5,18353,14886,16.010833333333334,36.5425,37.133333333333326,88.09169032833331,88.04006585833334,12783.0,3.93,125.85833333333333
region vii (central visayas),Rice,2021,2155.8138461538465,289502.0,95509.0,81.5,18.5,18353,14886,17.415,39.48499999999999,41.755833333333335,88.83118515833335,87.25762956,-268.0,3.93,125.85833333333333
region viii (eastern visayas),Rice,2021,2155.8138461538465,864373.13,247275.31,81.5,18.5,18353,14886,16.17416666666666,39.052499999999995,39.5475,93.37722742416666,93.14865226666666,9015.0,3.93,125.85833333333333
region ix (zamboanga peninsula),Rice,2021,2155.8138461538465,667354.85,161900.53,81.5,18.5,18353,14886,16.085833333333333,37.36083333333333,38.572500000000005,82.84406031833333,82.16589618249998,13838.0,3.93,125.85833333333333
region x (northern mindanao),Rice,2021,2155.8138461538465,793640.31,165870.0,81.5,18.5,18353,14886,17.779166666666665,38.2425,39.535000000000004,89.94559300750001,88.80953983,26747.0,3.93,125.85833333333333
region xi (davao region),Rice,2021,2155.8138461538465,484724.58,108013.58,81.5,18.5,18353,14886,16.537500000000005,36.315,37.3675,85.03069731083333,85.34324054083332,9766.0,3.93,125.85833333333333
region xii (soccsksargen),Rice,2021,2155.8138461538465,1278188.1,346475.7,81.5,18.5,18353,14886,16.1825,35.07,36.70083333333333,82.39436267166667,81.8244978275,11958.0,3.93,125.85833333333333
region xiii (caraga),Rice,2021,2155.8138461538465,467743.5,147878.0,81.5,18.5,18353,14886,15.463333333333333,36.225833333333334,39.766666666666666,82.68790829916666,81.96824371083333,4377.0,3.93,125.85833333333333
bangsamoro autonomous region in muslim mindanao (barmm),Rice,2021,2155.8138461538465,844953.6,236775.82,81.5,18.5,18353,14886,16.071666666666665,36.252500000000005,39.57916666666667,94.01765549333334,93.4788419575,22300.0,3.93,125.85833333333333
philippines,Corn,2021,794.0276923076924,8287191.13,2564726.78,94.8,5.2,9661,2609,13.976666666666668,32.06416666666667,33.1575,104.02377648,103.2943793325,18047.0,3.93,125.85833333333333
cordillera administrative region (car),Corn,2021,794.0276923076924,216066.47,60342.26,94.8,5.2,9661,2609,14.805454545454545,,38.12916666666667,140.78238732500003,138.19589010833332,,3.93,125.85833333333333
region i (ilocos region),Corn,2021,794.0276923076924,571259.15,95761.0,94.8,5.2,9661,2609,14.531,,,125.97430149166667,117.85517903333334,,3.93,125.85833333333333
region ii (cagayan valley),Corn,2021,794.0276923076924,1891169.7,432924.46,94.8,5.2,9661,2609,13.898999999999997,,16.426666666666666,119.83621097499997,122.00346431666667,2576.0,3.93,125.85833333333333
region iii (central luzon),Corn,2021,794.0276923076924,309854.02,51793.92,94.8,5.2,9661,2609,12.835,,,108.29478535916667,109.34602254416666,,3.93,125.85833333333333
region iv-a (calabarzon),Corn,2021,794.0276923076924,67145.22,25181.13,94.8,5.2,9661,2609,16.16111111111111,,40.10583333333333,114.341205375,116.29141499166668,,3.93,125.85833333333333
mimaropa region (mimaropa),Corn,2021,794.0276923076924,115297.47,28231.0,94.8,5.2,9661,2609,16.349999999999998,,62.88333333333333,168.19137041666667,165.01179740833334,44496.0,3.93,125.85833333333333
region v (bicol region),Corn,2021,794.0276923076924,292748.28,108929.87,94.8,5.2,9661,2609,13.475,,,109.10284543333331,103.70198874583333,17152.0,3.93,125.85833333333333
region vi (western visayas),Corn,2021,794.0276923076924,351433.67,114205.9,94.8,5.2,9661,2609,14.409166666666666,,25.5325,121.89659945833331,122.9720377,9715.0,3.93,125.85833333333333
region vii (central visayas),Corn,2021,794.0276923076924,107314.0,126993.0,94.8,5.2,9661,2609,15.38875,33.8675,,108.78609351333331,108.53132637166668,,3.93,125.85833333333333
